manufacturer,model,slug,status
Fisker,FISKER OCEAN,Fisker_Ocean,resolved
Fisker,Fisker Karma,Fisker_Ocean,resolved
Ford,18 & 40 V8,1932_Ford,resolved
Ford,18X9 5%E2%80%B3 2000 SVT MUSTANG COBRA R WHEELS,,unresolved
Ford,48 & 68 V8,Ford_Model_48,resolved
Ford,5 MUSTANG,Ford_Mustang_(seventh_generation),resolved
Ford,A,Ford,resolved
Ford,A Pickup & AA,Ford_Model_AA,resolved
Ford,AEROSTAR,Ford_Aerostar,resolved
Ford,ANGLIA,Ford_Anglia,resolved
Ford,B,1932_Ford,resolved
Ford,Bronco 2nd Generation 1978-1979,Ford_Mustang,resolved
Ford,Bronco 3rd Generation 1980-1986,Ford_Bronco,resolved
Ford,Bronco 4th-5th Generations 1987-1996,Ford_Falcon_(Australia),resolved
Ford,Bronco II,Ford_Bronco_II,resolved
Ford,Bronco U13/U14/U15 1966-1977,,unresolved
Ford,Bronco U725,Ford_Bronco,resolved
Ford,C600 GRAIN TRUCK,,unresolved
Ford,COURIER SEDAN DELIVERY,Ford_Courier,resolved
Ford,CUSTOM 300,Ford_Custom,resolved
Ford,Contour,Ford_Mondeo_(first_generation),resolved
Ford,Cortina,Ford_Cortina,resolved
Ford,Country Sedan,Ford_Country_Sedan,resolved
Ford,Country Squire,Ford_Country_Squire,resolved
Ford,Courier,Ford_Courier,resolved
Ford,Crestline,Ford_Crestline,resolved
Ford,Crown Victoria,Ford_Crown_Victoria,resolved
Ford,Customline,Ford_Customline,resolved
Ford,ESCAPE,Ford_Escape,resolved
Ford,ESCORT,Ford_Escort_(Europe),resolved
Ford,Econoline Pickup,Ford_E-Series,resolved
Ford,Econoline Van,Ford_E-Series,resolved
Ford,Escort RS Cosworth,Ford_Escort_RS_Cosworth,resolved
Ford,Excursion,Ford_Excursion,resolved
Ford,Expedition,Ford_Expedition,resolved
Ford,Explorer,Ford_Explorer,resolved
Ford,Explorer Sport Trac,Ford_Explorer_Sport_Trac,resolved
Ford,F-150,Ford_F-Series,resolved
Ford,F-150 (2021+),Ford_F-150_Lightning,resolved
Ford,F-150 Raptor,Ford_Raptor,resolved
Ford,F-150 SVT Lightning,Ford_F-Series,resolved
Ford,F-Series 1948-1952,Ford_F-Series,resolved
Ford,F-Series 1953-1956,Ford_F-Series_(second_generation),resolved
Ford,F-Series 1957-1960,Ford_F-Series,resolved
Ford,F-Series 1961-1966,Ford_F-Series_(fourth_generation),resolved
Ford,F-Series 1967-1972,Ford_F-Series,resolved
Ford,F-Series 1973-1979,Ford_F-Series,resolved
Ford,F-Series 1980-1986,Ford_F-Series_(seventh_generation),resolved
Ford,F-Series 1987-1991,Ford_F-Series,resolved
Ford,F-Series 1992-1997,Ford_F-Series,resolved
Ford,FIRE TRUCK,Ford_L_series,resolved
Ford,FLEX,Ford_Flex,resolved
Ford,FP350S,,unresolved
Ford,FR 500S,Ford_LTD_(Americas),resolved
Ford,FREESTAR,Ford_Windstar,resolved
Ford,FUSION,Ford_Fusion_(Americas),resolved
Ford,Fairlane,Ford_Fairlane_(Americas),resolved
Ford,Falcon,Ford_Falcon_(Australia),resolved
Ford,Fiesta,Ford_Fiesta,resolved
Ford,Focus,Ford_Focus,resolved
Ford,Fox-Body Mustang,Ford_Mustang_(third_generation),resolved
Ford,Fusion,Ford_Fusion_(Americas),resolved
Ford,GRANADA,Ford_Granada_(Europe),resolved
Ford,GT 1st Generation,Ford_GT,resolved
Ford,GT 2nd Generation,Ford_Mustang_(seventh_generation),resolved
Ford,GT40 Replica,Ford_GT40,resolved
Ford,Galaxie,Ford_Galaxie,resolved
Ford,HOWE TA2 TRANS AM MUSTANG,Trans-Am_Series,resolved
Ford,Hot Rod,Hot_rod,resolved
Ford,L8000,,unresolved
Ford,LTD,Ford_LTD_(Americas),resolved
Ford,LYNCOACH,,unresolved
Ford,MUSTANG,Ford_Mustang,resolved
Ford,MUSTANG 214,Ford_Mustang_SVT_Cobra,resolved
Ford,MUSTANG 399,Ford_small_block_engine,resolved
Ford,MUSTANG 59,Ford_Mustang,resolved
Ford,MUSTANG 830,North_American_P-51_Mustang,resolved
Ford,MUSTANG 870,Shelby_Mustang,resolved
Ford,MUSTANG BOSS 302,Boss_302_Mustang,resolved
Ford,MUSTANG BOSS 302 122,Ford_small_block_engine,resolved
Ford,MUSTANG BOSS 302 LAGUNA SECA,Boss_302_Mustang,resolved
Ford,MUSTANG BOSS 351,Ford_Mustang_(first_generation),resolved
Ford,MUSTANG BOSS 429,Boss_429_Mustang,resolved
Ford,MUSTANG BOSS 429 38,Ford_Mustang_(sixth_generation),resolved
Ford,MUSTANG BULLITT,Ford_Mustang_(sixth_generation),resolved
Ford,MUSTANG COBRA JET,Ford_Mustang_(fifth_generation),resolved
Ford,MUSTANG COBRA R,Ford_Mustang_SVT_Cobra,resolved
Ford,MUSTANG CONVERTIBLE,Ford_Mustang_(sixth_generation),resolved
Ford,MUSTANG CONVERTIBLE 79,Ford_Mustang_SVT_Cobra,resolved
Ford,MUSTANG COUPE,Ford_Mustang_(seventh_generation),resolved
Ford,MUSTANG FASTBACK,Ford_Mustang_(first_generation),resolved
Ford,MUSTANG FR500S,,unresolved
Ford,MUSTANG GT,Ford_Mustang,resolved
Ford,MUSTANG GT CONVERTIBLE,Ford_Mustang,resolved
Ford,MUSTANG GT COUPE,Ford_Mustang,resolved
Ford,MUSTANG GT500CR,,unresolved
Ford,MUSTANG GT500CR 900S 6 SPEED BY CLASSIC RECREATIONS,,unresolved
Ford,MUSTANG GT500CR BY CLASSIC RECREATIONS,,unresolved
Ford,MUSTANG II,Ford_Mustang_(second_generation),resolved
Ford,MUSTANG MACH 1,Ford_Mustang_Mach_1,resolved
Ford,MUSTANG MACH E,Ford_Mustang_Mach-E,resolved
Ford,MUSTANG PETTYS GARAGE STAGE,Ford_Mustang_variants,resolved
Ford,MUSTANG ROUSH 427R,Ford_Mustang_variants,resolved
Ford,MUSTANG ROUSH STAGE,Ford_Mustang_variants,resolved
Ford,MUSTANG ROUSH STAGE 2,Ford_Mustang_variants,resolved
Ford,MUSTANG SALEEN PARNELLI JONES EDITION,Ford_Mustang_variants,resolved
Ford,MUSTANG SALEEN S302 WHITE LABEL,Ford_Mustang_variants,resolved
Ford,MUSTANG SALEEN S302 YELLOW LABEL,Ford_Mustang_variants,resolved
Ford,MUSTANG SHELBY,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT CONVERTIBLE,Ford_Mustang,resolved
Ford,MUSTANG SHELBY GT H,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT350,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT350 78,Ford_Mustang_(sixth_generation),resolved
Ford,MUSTANG SHELBY GT350 CONVERTIBLE,Ford_Mustang,resolved
Ford,MUSTANG SHELBY GT350R,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT500,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT500 CONVERTIBLE,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT500 COUPE,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT500 COUPE 31,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT500 HERITAGE EDITION,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT500 SUPER SNAKE,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY GT500KR,Shelby_Mustang,resolved
Ford,MUSTANG SHELBY SUPER SNAKE,Shelby_Mustang,resolved
Ford,MUSTANG SVT COBRA CONVERTIBLE,Ford_Mustang_SVT_Cobra,resolved
Ford,MUSTANG SVT COBRA CONVERTIBLE 29,Ford_Mustang_SVT_Cobra,resolved
Ford,MUSTANG SVT COBRA COUPE,Ford_Mustang_SVT_Cobra,resolved
Ford,MUSTANG SVT COBRA COUPE 11,Ford_Mustang_SVT_Cobra,resolved
Ford,MUSTANG SVT COBRA COUPE 23,Ford_Mustang_SVT_Cobra,resolved
Ford,MUSTANG SVT COBRA R,Ford_Mustang_SVT_Cobra,resolved
Ford,Maverick,Ford_Maverick,resolved
Ford,Military,USS_Gerald_R._Ford,resolved
Ford,Mustang 1964.5-1966,Ford_Mustang_(first_generation),resolved
Ford,Mustang 1967-1968,Ford_Mustang_(first_generation),resolved
Ford,Mustang 1969-1973,Ford_Mustang_(first_generation),resolved
Ford,Mustang II,Ford_Mustang_(second_generation),resolved
Ford,Mustang S197 2005-2014,Ford_Mustang_(fifth_generation),resolved
Ford,Mustang S550,Ford_Mustang_(sixth_generation),resolved
Ford,Mustang SN95 1994-2004,Ford_Mustang_(fourth_generation),resolved
Ford,OLD SKOOL 1936 SCHOOL BUS,,unresolved
Ford,P703 Ranger (2024+),Ford_Ranger_(T6),resolved
Ford,P708 F-Series Super Duty (2023+),Ford_Super_Duty,resolved
Ford,P708 F-Series Super Duty (2023-),Ford_Super_Duty,resolved
Ford,PREFECT,Ford_Prefect,resolved
Ford,Parts and Automobilia – Engines,,unresolved
Ford,Pickup 1932-1934 & BB,1932_Ford,resolved
Ford,Pickup 1935-1936,Ford_Model_48,resolved
Ford,Pickup 1937-1939,1937_Ford,resolved
Ford,Pickup 1940-1947,1941_Ford,resolved
Ford,Pinto,Ford_Pinto,resolved
Ford,Probe,Ford_Probe,resolved
Ford,RANCH WAGON,Ford_Ranch_Wagon,resolved
Ford,ROUSH FENNWAY NASCAR,,unresolved
Ford,Ranch Wagon,Ford_Ranch_Wagon,resolved
Ford,Ranchero,Ford_Ranchero,resolved
Ford,Ranger 1983-1992,Ford_Ranger,resolved
Ford,Ranger 1993-1997,Ford_Ranger_(Americas),resolved
Ford,Ranger 1998-2011,Ford_Ranger,resolved
Ford,Ranger 2019-2023,Ford_Ranger_(T6),resolved
Ford,Roush,,unresolved
Ford,S197 Shelby Mustang,Shelby_Mustang,resolved
Ford,S550 Shelby Mustang,Ford_Mustang_(sixth_generation),resolved
Ford,SCORPIO,Ford_Scorpio,resolved
Ford,SHELBY GT350,Shelby_Mustang,resolved
Ford,SHELBY MUSTANG GT350,Shelby_Mustang,resolved
Ford,SHELBY MUSTANG GT350 FASTBACK,Shelby_Mustang,resolved
Ford,SHELBY MUSTANG GT500,Shelby_Mustang,resolved
Ford,SHELBY MUSTANG GT500KR,Shelby_Mustang,resolved
Ford,SHELBY MUSTANG GT500KR CONVERTIBLE,Shelby_Mustang,resolved
Ford,SHELBY MUSTANG SHELBY GT H,Shelby_Mustang,resolved
Ford,SHELBY SUPER SNAKE,Shelby_Mustang,resolved
Ford,Saleen,Saleen_302_Series,resolved
Ford,Shelby Pickup,Shelby_American,resolved
Ford,Shoebox,1949_Ford,resolved
Ford,"Standard, Deluxe, & Super Deluxe",1941_Ford,resolved
Ford,Super Duty 1999-2007,Ford_Super_Duty,resolved
Ford,Super Duty 2008-2010,Ford_Super_Duty,resolved
Ford,Super Duty 2011-2016,Ford_Super_Duty,resolved
Ford,Super Duty 2017-2022,Ford_Super_Duty,resolved
Ford,T,Ford_Model_T,resolved
Ford,T Pickup & TT,Ford_Model_TT,resolved
Ford,TEMPO,Ford_Tempo,resolved
Ford,TORNADO TYPHOON,Ford_Performance_Vehicles_F6,resolved
Ford,Taurus SHO,Ford_Taurus_SHO,resolved
Ford,Taurus Sedan & Wagon,Ford_Taurus,resolved
Ford,Thunderbird,Ford_Thunderbird,resolved
Ford,Torino,Ford_Torino,resolved
Ford,Tractor,Ford_N-series_tractor,resolved
Ford,Transit,Ford_Transit,resolved
Ford,US SPECIALTY VEHICLES RHINO GX,,unresolved
Franklin,FRANKLIN TOURER,Rosalind_Franklin,resolved
Freightliner,FREIGHTLINER F,Freightliner_Group,resolved
Freightliner,FREIGHTLINER FL60,Freightliner_Trucks,resolved
Freightliner,FREIGHTLINER FL60 SPORT CHASSIS,,unresolved
Freightliner,FREIGHTLINER FL70,Freightliner_Business_Class_(FL-Series),resolved
Freightliner,FREIGHTLINER SPRINTER,Freightliner_Trucks,resolved
Freightliner,Freightliner M2,Freightliner_Trucks,resolved
Fuji,Fuji Go-Devil,,unresolved
GMC,GMC,,unresolved
GMC,GMC 4108,,unresolved
GMC,GMC Blue Chip Pickup,GMC_Envoy,resolved
GMC,GMC C/K 1960-1966,GMC_(automobile),resolved
GMC,GMC C/K 1967-1972,GMC_Brigadier,resolved
GMC,GMC C/K 1973-1991,GMC_Motorhome,resolved
GMC,GMC C7000,,unresolved
GMC,GMC COE,,unresolved
GMC,GMC Caballero,GMC_(automobile),resolved
GMC,GMC Canyon,GMC_(automobile),resolved
GMC,GMC Carryall Suburban,Chevrolet_Suburban,resolved
GMC,GMC DUKW,GMC_(automobile),resolved
GMC,GMC DUWK,,unresolved
GMC,GMC ENVOY,GMC_(automobile),resolved
GMC,GMC Hummer EV,GMC_Hummer_EV,resolved
GMC,GMC Jimmy,,unresolved
GMC,GMC L7000 V12,,unresolved
GMC,GMC Motorhome,GMC_Motorhome,resolved
GMC,GMC New Design Pickup,GMC_Denali,resolved
GMC,GMC S-15 Jimmy,GMC_Syclone,resolved
GMC,GMC S-15 Sonoma,GMC_Syclone,resolved
GMC,GMC Sierra (GMT400 1988-2002),GMC_Denali,resolved
GMC,GMC Sierra (GMT800 1999-2007),GMC_Denali,resolved
GMC,GMC Sierra (GMT900 2007-2013),,unresolved
GMC,GMC Sierra (K2XX 2014-2019),GMC_Denali,resolved
GMC,GMC Sierra (T1XX 2019+),,unresolved
GMC,GMC Sierra HD (GMT800 2000-2007),,unresolved
GMC,GMC Sierra HD (GMT900 2007-2014),,unresolved
GMC,GMC Sonoma,GMC_(automobile),resolved
GMC,GMC Suburban,GMC_(automobile),resolved
GMC,GMC Suburban (GMT400 1992-1999),GMC_Denali,resolved
GMC,GMC Syclone,GMC_Syclone,resolved
GMC,GMC Typhoon,GMC_(automobile),resolved
GMC,GMC Van,Chevrolet_van,resolved
GMC,GMC Yukon GMT400,GMC_Denali,resolved
GMC,GMC Yukon GMT800,,unresolved
GMC,GMC Yukon GMT900,,unresolved
GMC,GMC Yukon K2XX,GMC_Denali,resolved
GMC,GMC Yukon T1XX (2021+),,unresolved
Gar Wood,GAR WOOD SEDAN,Garfield_Wood,resolved
Gaz,GAZ,Gaz,resolved
Geo,GEO METRO LSI,Geo_Metro,resolved
Geo,Geo Tracker/Suzuki Sidekick,Geo_(automobile),resolved
Gilera,GILERA 125 TURISMO,,unresolved
Ginetta,GINETTA G56 GTA,Ginetta_G56,resolved
Goggomobil,GOGGOMOBIL T400,Goggomobil,resolved
Graham,GRAHAM 116 SUPERCHARGERO,,unresolved
Graham,GRAHAM BROS 1 5 TON TRUCK,Graham-Paige,resolved
Graham,GRAHAM BROTHERS TRUCK,Graham-Paige,resolved
Graham,GRAHAM HOLLYWOOD SUPERCHARGED,Graham-Paige,resolved
Graham,GRAHAM SHARKNOSE,Sharknose,resolved
Griffith,GRIFFITH SERIES 200,Griffith_Park,resolved
Harley-Davidson,HARLEY DAVIDSON,William_S._Harley,resolved
Harley-Davidson,HARLEY DAVIDSON FREEWHEELER,Harley-Davidson_Fat_Boy,resolved
Harley-Davidson,HARLEY DAVIDSON J,Harley-Davidson_WLA,resolved
Harley-Davidson,HARLEY DAVIDSON M65S SPORT LEGGERO,,unresolved
Harley-Davidson,HARLEY DAVIDSON ML RAPIDO,,unresolved
Harley-Davidson,HARLEY DAVIDSON MODEL W SPORT TWIN,Harley-Davidson_Sportster,resolved
Harley-Davidson,HARLEY DAVIDSON MX 250,Harley-Davidson,resolved
Harley-Davidson,HARLEY DAVIDSON PAN AMERICA 1250 SPECIAL,List_of_Harley-Davidson_motorcycles,resolved
Harley-Davidson,HARLEY DAVIDSON TOPPER AH,Harley-Davidson_Topper,resolved
Harley-Davidson,HARLEY DAVIDSON X 90,Harley-Davidson_Sportster,resolved
Harley-Davidson,HARLEY DAVIDSON XR750,Harley-Davidson_Sportster,resolved
Harley-Davidson,Harley-Davidson 45 Flathead,Harley-Davidson_Sportster,resolved
Harley-Davidson,Harley-Davidson Aermacchi,List_of_Harley-Davidson_motorcycles,resolved
Harley-Davidson,Harley-Davidson Big-Twin Flathead,Harley-Davidson_Sportster,resolved
Harley-Davidson,Harley-Davidson CVO,Harley-Davidson_Sportster,resolved
Harley-Davidson,Harley-Davidson Dyna,Harley-Davidson_Fat_Boy,resolved
Harley-Davidson,Harley-Davidson FXR,Harley-Davidson_Super_Glide,resolved
Harley-Davidson,Harley-Davidson Knucklehead,Harley-Davidson_Evolution_engine,resolved
Harley-Davidson,Harley-Davidson Panhead,Harley-Davidson_FL,resolved
Harley-Davidson,Harley-Davidson Shovelhead,Harley-Davidson_FL,resolved
Harley-Davidson,Harley-Davidson Softail,Harley-Davidson_Sportster,resolved
Harley-Davidson,Harley-Davidson Sportster,Harley-Davidson_Sportster,resolved
Harley-Davidson,Harley-Davidson Sprint,Harley-Davidson_Street,resolved
Harley-Davidson,Harley-Davidson Touring,Harley-Davidson_Sportster,resolved
Harley-Davidson,Harley-Davidson V-Rod,Harley-Davidson_Sportster,resolved
Heinkel,Heinkel Tourist,Ernst_Heinkel,resolved
Hillman,HILLMAN MINX,Hillman,resolved
Hodaka,HODAKA 125 WOMBAT,Hodaka_(motorcycle),resolved
Hodaka,HODAKA ACE 100MX SUPER RAT,,unresolved
Hodaka,HODAKA ACE 90,Hodaka_(motorcycle),resolved
Hodaka,HODAKA ROAD TOAD,Hodaka_(motorcycle),resolved
Honda,AP1 S2000,Honda_S2000,resolved
Honda,AP2 S2000,Honda_S2000,resolved
Honda,AP2 S2000 CR,Honda_S2000,resolved
Honda,ATV,Honda,resolved
Honda,Accord,Honda_Accord,resolved
Honda,Acty,Honda_Acty,resolved
Honda,Africa Twin,Honda_Africa_Twin,resolved
Honda,Ascot,Honda_Ascot,resolved
Honda,Beat,Honda_Beat,resolved
Honda,C200,C200,resolved
Honda,CB100 & CL100,List_of_Honda_motorcycles,resolved
Honda,CB1000 & CB1100,Honda_CB1300,resolved
Honda,CB125 & CL125,List_of_Honda_motorcycles,resolved
Honda,CB160 & CL160,,unresolved
Honda,CB175 & CL175,Honda_CB175,resolved
Honda,CB200 & CL200,Honda_CB200_and_CL200,resolved
Honda,CB350 & CL350,Honda_CB350,resolved
Honda,CB350F & CB400F,Honda_CB350F,resolved
Honda,CB360 & CL360,Honda_CL360,resolved
Honda,"CB400, CM400, & CB450T Twins",Honda_CB250N/CB400N,resolved
Honda,"CB450, CL450, & CB500 Twin",Honda_CL450,resolved
Honda,CB500 Four & CB550,Honda_CB500_Four,resolved
Honda,CB650,Honda_CB650,resolved
Honda,CB750 & CB750A,Honda_CB750_and_CR750,resolved
Honda,CBR,Honda_CBR_series,resolved
Honda,CBX,Honda_CBX,resolved
Honda,"CL72, CB72, CA72, & C72",Honda_Dream_250_and_300,resolved
Honda,CR & CRF,Honda_CRF_series,resolved
Honda,CR-V,Honda_CR-V,resolved
Honda,CRX,Honda_CR-X,resolved
Honda,CT110,Honda_CT110,resolved
Honda,CT70,Honda_ST_series_(minibike),resolved
Honda,CT90,Honda_CT90,resolved
Honda,CX,Honda_CX_series,resolved
Honda,Civic,Honda_Civic,resolved
Honda,Civic (2022+),Honda_Civic,resolved
Honda,Civic Del Sol,Honda_CR-X_del_Sol,resolved
Honda,Civic Si,Honda_Civic,resolved
Honda,Civic Type R,Honda_Civic_Type_R,resolved
Honda,"Custom: CB650C, CB750C, CB900C, & CB1000C",,unresolved
Honda,"Dream, CB77 Super Hawk, & CL77 Scrambler",Honda_Super_Hawk,resolved
Honda,Element,Honda_Element,resolved
Honda,Elsinore,Honda_CR_series,resolved
Honda,FIT,Honda_Fit,resolved
Honda,GB500 Tourist Trophy,Honda_GB500,resolved
Honda,Gold Wing,Honda_Gold_Wing,resolved
Honda,Grom,Honda_Grom,resolved
Honda,Insight,Honda_Insight,resolved
Honda,LIFE,Honda_Life,resolved
Honda,Magna,Honda_Magna,resolved
Honda,Mopeds,Honda_PC50,resolved
Honda,Motocompo & Motocompacto,Honda_Motocompo,resolved
Honda,N360 & N600,Honda_N360,resolved
Honda,"NSR, NSF, & Dream CB50R",,unresolved
Honda,NT Series,List_of_Honda_motorcycles,resolved
Honda,NX Series,List_of_Honda_motorcycles,resolved
Honda,Nighthawk,Honda_Nighthawk,resolved
Honda,ODYSSEY,Honda_Odyssey,resolved
Honda,Odyssey Minivan,Honda_Odyssey,resolved
Honda,Other Motorcycles,List_of_Honda_motorcycles,resolved
Honda,PASSPORT,Honda_Passport,resolved
Honda,PILOT,Honda_Pilot,resolved
Honda,Pickup,Honda_Ridgeline,resolved
Honda,Prelude,Honda_Prelude,resolved
Honda,QA50,,unresolved
Honda,RC Four,Honda_racing_motorcycles,resolved
Honda,RC51,Honda_RC51,resolved
Honda,Rune,Honda_Valkyrie,resolved
Honda,S600 & S800,Honda_S800,resolved
Honda,S90,Honda_Sport_90,resolved
Honda,SL Motosport,,unresolved
Honda,ST90,Honda_ST_series_(minibike),resolved
Honda,STEP WAGON,Honda_Stepwgn,resolved
Honda,STEPWGN,Honda_Stepwgn,resolved
Honda,Sabre,Honda_Sabre,resolved
Honda,Step-Through Scooter,Honda_Activa,resolved
Honda,Super Cub,Honda_Super_Cub,resolved
Honda,"Super Sport: CB750F, CB900F, & CB1100F",Honda_CB900F,resolved
Honda,TL125 & TL250,Honda_TLR200,resolved
Honda,TODAY,Honda_Today,resolved
Honda,VAMOS,Honda_Vamos,resolved
Honda,VF & VFR,Honda_VF_and_VFR,resolved
Honda,XL & XR,Honda_HR-V,resolved
Honda,Z50,Honda_Z_series,resolved
Honda,Z600,Honda_Z,resolved
Honda,ZB50,Honda_ZB50,resolved
Hudson,HUDSON COMMODORE,Hudson_Hornet,resolved
Hudson,HUDSON ITALIA COUPE,Hudson_Italia,resolved
Hudson,HUDSON RUMBLE SEAT COUPE,Hudson_Greater_Eight,resolved
Hudson,Hudson Hornet,Hudson_Hornet,resolved
Hudson,Hudson Super Six,Hudson_Hornet,resolved
Hummer,Hummer H1,Hummer,resolved
Hummer,Hummer H2,Hummer_H2,resolved
Hummer,Hummer H3,Hummer,resolved
Hummer,Hummer HMMWV/Humvee,Hummer_H1,resolved
Hupmobile,HUPMOBILE,,unresolved
Husqvarna,HUSQVARNA 250 WORKS,Husqvarna_Motorcycles,resolved
Husqvarna,HUSQVARNA 400 CROSS,Husqvarna_Motorcycles,resolved
Husqvarna,HUSQVARNA 701 ENDURO,Husqvarna_Motorcycles,resolved
Husqvarna,HUSQVARNA CR125,,unresolved
Husqvarna,Husqvarna CR,,unresolved
Husqvarna,Husqvarna WR,,unresolved
Hyundai,HYUNDAI GENESIS,Jeonbuk_Hyundai_Motors,resolved
Hyundai,HYUNDAI IONIQ 5 N AWD,Hyundai_N,resolved
Hyundai,HYUNDAI SANTA FE,Hyundai_Santa_Fe,resolved
Hyundai,HYUNDAI TIBURON,Hyundai_Accent,resolved
Hyundai,Hyundai Equus,Hyundai_Accent,resolved
Indian,Indian Chief,Indian_Army,resolved
Indian,Indian Scout,Indian_Motorcycle,resolved
Ineos,INEOS Grenadier,Ineos,resolved
Infiniti,FX,Infiniti_QX70,resolved
Infiniti,FX37,Infiniti_QX70,resolved
Infiniti,G20,Infiniti_G_Line,resolved
Infiniti,G35 & G37,Infiniti_G_Line,resolved
Infiniti,I30/I35,,unresolved
Infiniti,J30,Infiniti_J30,resolved
Infiniti,M,Infiniti_M,resolved
Infiniti,Q45,Infiniti_Q45,resolved
Infiniti,Q60 RED SPORT,Infiniti_Q60,resolved
Infiniti,QX50,Infiniti_QX50,resolved
Infiniti,QX56,Infiniti_QX80,resolved
Infiniti,QX80,Infiniti_QX80,resolved
Intermeccanica,Intermeccanica Italia,Intermeccanica,resolved
International Harvester,INTERNATIONAL CUB LO BOY,Farmall_Cub,resolved
International Harvester,INTERNATIONAL HARVESTER CO1800,,unresolved
International Harvester,INTERNATIONAL HARVESTER CUB LO BOY,List_of_International_Harvester_vehicles,resolved
International Harvester,INTERNATIONAL HARVESTER FARMALL 300,International_Harvester,resolved
International Harvester,International Harvester Loadstar,International_Harvester,resolved
International Harvester,International Harvester Pickup,International_Harvester,resolved
International Harvester,International Harvester Scout 80,International_Scout,resolved
International Harvester,International Harvester Scout 800,International_Scout,resolved
International Harvester,International Harvester Scout 800A,International_Scout,resolved
International Harvester,International Harvester Scout 800B,International_Scout,resolved
International Harvester,International Harvester Scout II,International_Harvester,resolved
International Harvester,International Harvester Scout II SSII,International_Scout,resolved
International Harvester,International Harvester Scout II Terra,International_Scout,resolved
International Harvester,International Harvester Scout II Traveler,List_of_International_Harvester_vehicles,resolved
International Harvester,International Harvester Travelall,International_Travelall,resolved
Iso,ISO RIVOLTA IR 300,Iso_Rivolta_IR_300,resolved
Iso,Iso Rivolta IR 300 & IR 340,Iso_(automobile),resolved
Isuzu,ISUZU HOMBRE,Isuzu_D-Max,resolved
Isuzu,ISUZU IMPULSE,Isuzu_D-Max,resolved
Isuzu,ISUZU PICKUP,Isuzu_Trooper,resolved
Isuzu,ISUZU RODEO,Isuzu_Trooper,resolved
Isuzu,ISUZU RODEO SPORT,Isuzu_MU,resolved
Isuzu,Isuzu Elf,Isuzu,resolved
Isuzu,Isuzu Trooper,Isuzu_D-Max,resolved
Isuzu,Isuzu VehiCROSS,Isuzu_VehiCROSS,resolved
Isuzu,SAFARI TREK RV,Safari_Trek_Motorhome,resolved
Jaguar,420,Jaguar_420_and_Daimler_Sovereign_(1966–1969),resolved
Jaguar,F PACE,Jaguar_F-Pace,resolved
Jaguar,F PACE R SPORT DIESEL,Jaguar_F-Pace,resolved
Jaguar,F PACE SVR,Jaguar_F-Pace,resolved
Jaguar,F-Type,Jaguar_F-Type,resolved
Jaguar,KIT RACE CAR,Jaguar_XJS,resolved
Jaguar,Mark X & 420G,Jaguar_Mark_X,resolved
Jaguar,Mk I,Jaguar_Mark_1,resolved
Jaguar,Mk II,Jaguar_Mark_2,resolved
Jaguar,Mk IV,Jaguar_Mark_IV,resolved
Jaguar,"Mk VII, VIII, & IX",Jaguar_Mark_IX,resolved
Jaguar,Replica,Jaguar_XJ13,resolved
Jaguar,S-Type,Jaguar_S-Type_(1999),resolved
Jaguar,X-Type,Jaguar_X-Type,resolved
Jaguar,X300 XJ,Jaguar_XJ,resolved
Jaguar,X306 XJR,Jaguar_XJ_(X300),resolved
Jaguar,X308 XJ,Jaguar_XJ_(X308),resolved
Jaguar,X308 XJR,Jaguar_XJ_(X308),resolved
Jaguar,X350/X356/X358 XJ,Jaguar_XJ_(X350),resolved
Jaguar,X350/X356/X358 XJR,Jaguar_XJ_(X350),resolved
Jaguar,X351 XJ,Jaguar_XJ_(X351),resolved
Jaguar,XE,Jaguar_XE,resolved
Jaguar,XF,Jaguar_XF,resolved
Jaguar,XJ Coupe,Jaguar_XJ,resolved
Jaguar,XJ Series 1,Jaguar_XJ,resolved
Jaguar,XJ Series 2,Jaguar_XJ,resolved
Jaguar,XJ Series 3,Jaguar_XJ,resolved
Jaguar,XJ220,Jaguar_XJ220,resolved
Jaguar,XJ40 XJ,Jaguar_XJ_(XJ40),resolved
Jaguar,XJS,Jaguar_XJS,resolved
Jaguar,XK,Jaguar_XK,resolved
Jaguar,XK120,Jaguar_XK120,resolved
Jaguar,XK140,Jaguar_XK140,resolved
Jaguar,XK150,Jaguar_XK150,resolved
Jaguar,XK8,Jaguar_XK_(X100),resolved
Jaguar,XKE Series I,Jaguar_E-Type,resolved
Jaguar,XKE Series II,Jaguar_Mark_2,resolved
Jaguar,XKE Series III,,unresolved
Jaguar,XKR,Jaguar_XK,resolved
Jawa,JAWA,,unresolved
Jeep,JEEP COMMANDER,Jeep_CJ,resolved
Jeep,JEEP COMMANDER 7,Jeep_CJ,resolved
