manufacturer,model,measured_at,status,note
Abarth,Abarth 750 & 850,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ac,AC Ace & Aceca,2026-08-29T20:08:23Z,ok,anchor 81.1
Acura,CL,2026-08-29T19:54:49Z,ok,anchor 81.1
Acura,Integra,2026-08-29T19:34:30Z,ok,anchor 81.1
Acura,Integra Type R,2026-08-29T19:36:24Z,ok,anchor 81.1
Acura,Legend,2026-08-29T19:42:48Z,ok,anchor 81.1
Acura,NSX NA1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Acura,NSX NA2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Acura,NSX NC1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Acura,RL,2026-08-29T19:57:02Z,ok,anchor 81.1
Acura,RSX,2026-08-29T19:57:02Z,ok,anchor 81.1
Acura,TL,2026-08-29T19:51:43Z,ok,anchor 81.1
Acura,TSX,2026-08-29T19:57:02Z,ok,anchor 81.1
Acura,VIGOR,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Airstream,Airstream Conversion,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Airstream,Airstream Motorhome,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Airstream,Airstream Trailer,2026-08-29T19:53:09Z,ok,anchor 81.1
Alfa Romeo,105 Series Sedan,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Alfa Romeo,106-Series 2600,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Alfa Romeo,155,2026-08-29T20:08:23Z,ok,anchor 81.1
Alfa Romeo,164,2026-08-29T19:59:57Z,ok,anchor 81.1
Alfa Romeo,4C,2026-08-29T19:37:37Z,ok,anchor 81.1
Alfa Romeo,8C,2026-08-29T20:03:24Z,ok,anchor 81.1
Alfa Romeo,952 Series Giulia,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Alfa Romeo,Alfetta,2026-08-29T20:03:24Z,ok,anchor 81.1
Alfa Romeo,BRERA,2026-08-29T20:08:23Z,ok,anchor 81.1
Alfa Romeo,GTV & Spider (Type 916),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Alfa Romeo,GTV6,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Alfa Romeo,Montreal,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Alfa Romeo,Sprint Speciale,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Alfa Romeo,Stelvio,2026-08-29T19:59:57Z,ok,anchor 81.1
Am General,AM General Truck,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Amc,AMC & Rambler Ambassador,2026-08-29T20:03:30Z,ok,anchor 16.7
Amc,AMC & Rambler Marlin,2026-08-29T20:08:30Z,ok,anchor 16.7
Amc,AMC AMX,2026-08-29T19:53:09Z,ok,anchor 81.1
Amc,AMC Eagle,2026-08-29T19:49:48Z,ok,anchor 81.1
Amc,AMC Javelin,2026-08-29T19:53:16Z,ok,anchor 81.1
Amc,AMC Pacer,2026-08-29T20:03:37Z,ok,anchor 81.1
Amphicar,Amphicar 770,2026-08-29T19:54:49Z,ok,anchor 81.1
Aprilia,Aprilia RS & RSV,2026-08-29T20:03:37Z,ok,anchor 81.1
Ariel,Ariel Atom,2026-08-29T19:38:17Z,ok,anchor 81.1
Ariel,Ariel Motorcycles,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Ariel,Ariel Nomad,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Aston Martin,DB11,2026-08-29T19:40:55Z,ok,anchor 81.1
Aston Martin,DB5,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Aston Martin,DB7,2026-08-29T19:34:04Z,ok,anchor 81.1
Aston Martin,DB9,2026-08-29T19:28:51Z,ok,anchor 81.2
Aston Martin,DBS,2026-08-29T19:44:41Z,ok,anchor 81.1
Aston Martin,DBX,2026-08-29T19:51:43Z,ok,anchor 81.1
Aston Martin,Lagonda,2026-08-29T20:08:37Z,ok,anchor 81.1
Aston Martin,Rapide,2026-08-29T19:40:55Z,ok,anchor 81.1
Aston Martin,V12 Vantage,2026-08-29T19:39:03Z,ok,anchor 81.1
Aston Martin,V8,2026-08-29T19:57:09Z,ok,anchor 81.1
Aston Martin,V8 Vantage,2026-08-29T19:38:17Z,ok,anchor 81.1
Aston Martin,V8 Vantage (2006+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Aston Martin,V8 Vantage (2019+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Aston Martin,Vanquish,2026-08-29T19:35:17Z,ok,anchor 81.1
Aston Martin,Vanquish S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Aston Martin,Virage (2012),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Auburn,Auburn Replica,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,A3,2026-08-29T20:00:03Z,ok,anchor 72.4
Audi,A5,2026-08-29T19:38:17Z,ok,anchor 81.1
Audi,A7,2026-08-29T19:57:09Z,ok,anchor 81.1
Audi,A8,2026-08-29T19:31:04Z,ok,anchor 81.1
Audi,B5 RS4,2026-08-29T19:51:49Z,ok,anchor 81.1
Audi,B5 S4,2026-08-29T19:48:22Z,ok,anchor 81.1
Audi,B6 A4,2026-08-29T20:00:03Z,ok,anchor 72.4
Audi,B6 S4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,B7 A4,2026-08-29T19:39:36Z,ok,anchor 81.1
Audi,B7 RS4,2026-08-29T19:34:57Z,ok,anchor 81.1
Audi,B7 S4,2026-08-29T19:43:34Z,ok,anchor 81.1
Audi,B8 A4,2026-08-29T19:41:55Z,ok,anchor 81.1
Audi,B8 Allroad,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,B8 S4,2026-08-29T19:42:48Z,ok,anchor 81.1
Audi,B9 A4,2026-08-29T20:03:43Z,ok,anchor 81.1
Audi,B9 A4 Allroad,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,C4 S4,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,C5 A6,2026-08-29T19:57:09Z,ok,anchor 81.1
Audi,C5 Allroad,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,C5 RS6,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,C5 S6,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,C6 A6,2026-08-29T19:49:54Z,ok,anchor 81.1
Audi,C6 RS6,2026-08-29T20:08:37Z,ok,anchor 81.1
Audi,C7 A6,2026-08-29T20:00:03Z,ok,anchor 72.4
Audi,C7 S6,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,C8 A6,2026-08-29T20:08:37Z,ok,anchor 81.1
Audi,C8 RS6,2026-08-29T19:35:44Z,ok,anchor 81.1
Audi,Coupe,2026-08-29T20:08:43Z,ok,anchor 81.1
Audi,Q3,2026-08-29T20:08:43Z,ok,anchor 81.1
Audi,Q5,2026-08-29T19:29:04Z,ok,anchor 81.2
Audi,Q7,2026-08-29T19:25:56Z,ok,anchor 81.2
Audi,R8,2026-08-29T19:49:54Z,ok,anchor 81.1
Audi,R8 (Type 4S),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,R8 V10 (Type 42),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,R8 V8 (Type 42),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Audi,RS3,2026-08-29T19:57:09Z,ok,anchor 81.1
Audi,RS5,2026-08-29T19:42:01Z,ok,anchor 81.1
Audi,RS7,2026-08-29T19:53:16Z,ok,anchor 81.1
Audi,S5,2026-08-29T19:34:30Z,ok,anchor 81.1
Audi,S7,2026-08-29T20:08:43Z,ok,anchor 81.1
Audi,S8,2026-08-29T19:35:17Z,ok,anchor 81.1
Audi,SQ8,2026-08-29T20:08:43Z,ok,anchor 81.1
Audi,TT,2026-08-29T19:27:09Z,ok,anchor 81.2
Audi,Ur-Quattro,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Austin-Healey,Austin-Healey 100,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Austin-Healey,Austin-Healey 100-6,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Austin-Healey,Austin-Healey 3000,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Austin-Healey,Austin-Healey Bugeye Sprite,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Autobianchi,Autobianchi Bianchina,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,1600 & 1602,2026-08-29T19:47:01Z,ok,anchor 81.1
BMW,2-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,2000C & 2000CS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,2002,2026-08-29T19:26:56Z,ok,anchor 3.5
BMW,2002tii,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,Alpina,2026-08-29T19:34:57Z,ok,anchor 81.1
BMW,E12 5-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E21 3-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E23 7-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E24 6-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E24 M6 & M635CSi,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E28 5-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E28 M5,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E3,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E30 3-Series Convertible,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E30 3-Series Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E30 3-Series Sedan,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E30 3-Series Touring,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E30 M3,2026-08-29T19:31:44Z,ok,anchor 81.1
BMW,E31 8-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E32 7-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E34 5-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E34 M5,2026-08-29T19:44:48Z,ok,anchor 81.1
BMW,E36 3-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E36 M3,2026-08-29T19:25:02Z,ok,anchor 81.2
BMW,E38 7-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E39 5-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E39 M5,2026-08-29T19:27:58Z,ok,anchor 81.2
BMW,E46 3-Series Convertible,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E46 3-Series Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E46 3-Series Sedan,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E46 3-Series Touring,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E46 330 ZHP,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E46 M3,2026-08-29T19:24:02Z,ok,anchor 81.2
BMW,E60 5-Series Sedan,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E60 M5,2026-08-29T19:31:11Z,ok,anchor 81.1
BMW,E61 5-Series Touring,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E82 1M,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E89 Z4 Roadster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E9 Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E90 3-Series Sedan,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,E91 3-Series Touring,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,F10 5-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,F10 M5,2026-08-29T19:36:24Z,ok,anchor 81.1
BMW,F30 3-Series Sedan,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,F31 3-Series Touring,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,F34 3-Series Gran Turismo,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,F80 M3,2026-08-29T19:36:57Z,ok,anchor 81.1
BMW,F90 M5,2026-08-29T19:44:48Z,ok,anchor 81.1
BMW,G20 3-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,G29 Z4,2026-08-29T19:57:16Z,ok,anchor 81.1
BMW,G30 5-Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,G80 M3,2026-08-29T19:43:34Z,ok,anchor 81.1
BMW,I3,2026-08-29T20:03:50Z,ok,anchor 81.1
BMW,Isetta,2026-08-29T19:36:57Z,ok,anchor 81.1
BMW,K1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,K1200 & K1300,2026-08-29T19:42:54Z,ok,anchor 81.1
BMW,K1600,2026-08-29T19:51:56Z,ok,anchor 81.1
BMW,M2,2026-08-29T19:36:24Z,ok,anchor 81.1
BMW,M2 COMPETITION,2026-08-29T19:42:54Z,ok,anchor 81.1
BMW,M2 CS,2026-08-29T20:03:57Z,ok,anchor 81.1
BMW,Other Motorcycles,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,R nineT,2026-08-29T19:40:22Z,ok,anchor 81.1
BMW,R100,2026-08-29T19:35:17Z,ok,anchor 81.1
BMW,R100GS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,R1150GS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,R1200GS,2026-08-29T19:57:16Z,ok,anchor 81.1
BMW,R1250GS,2026-08-29T19:48:28Z,ok,anchor 81.1
BMW,R26 & R27,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,R65,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,R80,2026-08-29T19:57:16Z,ok,anchor 81.1
BMW,R90S,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,S1000 Series,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,X3,2026-08-29T19:31:11Z,ok,anchor 81.1
BMW,X5,2026-08-29T19:24:22Z,ok,anchor 56.0
BMW,X6,2026-08-29T19:48:28Z,ok,anchor 81.1
BMW,X7,2026-08-29T19:57:22Z,ok,anchor 81.1
BMW,Z3,2026-08-29T19:26:36Z,ok,anchor 81.2
BMW,Z3 M Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,Z3 M Roadster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,Z4 Coupe E86,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,Z4 M Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,Z4 M Roadster,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,Z4 Roadster E85,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
BMW,Z8,2026-08-29T19:32:24Z,ok,anchor 81.1
BMW,i3,2026-08-29T19:53:23Z,ok,anchor 81.1
BMW,i8,2026-08-29T19:46:01Z,ok,anchor 81.1
Bac,BAC Mono,2026-08-29T20:03:57Z,ok,anchor 81.1
Bentley,Arnage,2026-08-29T19:36:30Z,ok,anchor 81.1
Bentley,Azure,2026-08-29T19:43:41Z,ok,anchor 81.1
Bentley,Bentayga,2026-08-29T19:43:41Z,ok,anchor 81.1
Bentley,Continental Flying Spur,2026-08-29T19:31:31Z,ok,anchor 81.1
Bentley,Continental GT,2026-08-29T19:27:23Z,ok,anchor 81.2
Bentley,Continental GTC,2026-08-29T19:27:29Z,ok,anchor 81.2
Bentley,Mark VI,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bentley,Mulsanne,2026-08-29T19:51:56Z,ok,anchor 81.1
Bentley,R-Type,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bentley,S-Type,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bentley,SZ Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bentley,SZ Saloon,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bricklin,Bricklin SV-1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bsa,BSA A65 THUNDERBOLT,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bsa,BSA Lightning,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bsa,BSA Rocket,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bugatti,Replica,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Buick,Buick Century,2026-08-29T19:48:28Z,ok,anchor 81.1
Buick,Buick Electra,2026-08-29T19:47:08Z,ok,anchor 81.1
Buick,Buick GNX,2026-08-29T20:00:17Z,ok,anchor 81.1
Buick,Buick Gran Sport,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Buick,Buick Grand National,2026-08-29T19:35:50Z,ok,anchor 81.1
Buick,Buick LeSabre,2026-08-29T19:49:54Z,ok,anchor 81.1
Buick,Buick Park Avenue,2026-08-29T20:04:03Z,ok,anchor 81.1
Buick,Buick Reatta,2026-08-29T19:57:29Z,ok,anchor 81.1
Buick,Buick Regal,2026-08-29T20:04:03Z,ok,anchor 81.1
Buick,Buick Regal T-Type & Turbo-T,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Buick,Buick Riviera,2026-08-29T19:29:57Z,ok,anchor 81.1
Buick,Buick Roadmaster,2026-08-29T19:40:29Z,ok,anchor 81.1
Buick,Buick Skylark,2026-08-29T19:48:28Z,ok,anchor 81.1
Buick,Buick Special,2026-08-29T19:37:44Z,ok,anchor 81.1
Buick,Buick Standard Six & Master Six,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Buick,Buick Super,2026-08-29T19:46:01Z,ok,anchor 81.1
Bultaco,BULTACO METRALLA,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bultaco,Bultaco Alpina,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bultaco,Bultaco Pursang,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Bultaco,Bultaco Sherpa,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Cadillac,CADILLAC SRX,2026-08-29T20:04:10Z,ok,anchor 81.1
Cadillac,CADILLAC XTS,2026-08-29T20:00:23Z,ok,anchor 81.1
Cadillac,Cadillac ATS & ATS-V,2026-08-29T20:00:23Z,ok,anchor 81.1
Cadillac,Cadillac Allanté,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Cadillac,Cadillac Brougham,2026-08-29T19:43:41Z,ok,anchor 81.1
Cadillac,Cadillac CT5 & CT5-V,2026-08-29T19:44:54Z,ok,anchor 81.1
Cadillac,Cadillac CTS & CTS-V,2026-08-29T19:28:05Z,ok,anchor 81.2
Cadillac,Cadillac DTS,2026-08-29T19:41:08Z,ok,anchor 81.1
Cadillac,Cadillac DeVille,2026-08-29T19:25:49Z,ok,anchor 81.2
Cadillac,Cadillac Eldorado,2026-08-29T19:24:42Z,ok,anchor 81.2
Cadillac,Cadillac Escalade & EXT GMT800,2026-08-29T19:35:50Z,ok,anchor 81.1
Cadillac,Cadillac Escalade & EXT GMT900,2026-08-29T19:30:04Z,ok,anchor 81.1
Cadillac,Cadillac Escalade GMT400,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Cadillac,Cadillac Escalade K2XL,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Cadillac,Cadillac Escalade T1XL (2021+),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Cadillac,Cadillac Fleetwood 1985-1996,2026-08-29T19:42:54Z,ok,anchor 81.1
Cadillac,Cadillac STS & STS-V,2026-08-29T19:55:09Z,ok,anchor 81.1
Cadillac,Cadillac Series 61,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Cadillac,Cadillac Series 62,2026-08-29T19:30:04Z,ok,anchor 81.1
Cadillac,Cadillac Seville,2026-08-29T19:38:23Z,ok,anchor 3.5
Cadillac,Cadillac Sixty Special,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Cadillac,Cadillac XLR,2026-08-29T19:26:36Z,ok,anchor 81.2
Caterham,Caterham Seven,2026-08-29T19:57:29Z,ok,anchor 81.1
Chevrolet,454 SS,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,AK Series Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Advance Design Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Astro,2026-08-29T19:47:08Z,ok,anchor 81.1
Chevrolet,Avalanche,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Bel Air,2026-08-29T19:39:03Z,ok,anchor 81.1
Chevrolet,Biscayne,2026-08-29T20:04:10Z,ok,anchor 81.1
Chevrolet,Blazer 1995-2004,2026-08-29T20:00:30Z,ok,anchor 81.1
Chevrolet,Blazer GMT415,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CHEVETTE,2026-08-29T20:04:10Z,ok,anchor 81.1
Chevrolet,CORVETTE,2026-08-29T19:24:02Z,ok,anchor 81.2
Chevrolet,CORVETTE 427 CONVERTIBLE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE CALLAWAY TWIN TURBO,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE CONVERTIBLE,2026-08-29T19:23:49Z,ok,anchor 81.2
Chevrolet,CORVETTE COUPE,2026-08-29T19:23:42Z,ok,anchor 71.4
Chevrolet,CORVETTE E RAY,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE GRAND SPORT COUPE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE STINGRAY,2026-08-29T19:53:36Z,ok,anchor 81.1
Chevrolet,CORVETTE STINGRAY CONVERTIBLE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE STINGRAY COUPE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE Z06,2026-08-29T19:24:49Z,ok,anchor 81.2
Chevrolet,CORVETTE Z06 CONVERTIBLE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE ZR 1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE ZR1,2026-08-29T19:40:29Z,ok,anchor 81.1
Chevrolet,CORVETTE ZR1 CONVERTIBLE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE ZR1 COUPE,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,CORVETTE ZR1X,2026-08-29T20:04:17Z,ok,anchor 81.1
Chevrolet,Camaro (1st Generation – 1967-1969),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro (2nd Generation – 1970-1981),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro (3rd Generation – 1982-1992),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro (4th Generation – 1993-2002),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro (5th Generation – 2010-2015),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro (6th Generation – 2016-2024),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro 1st Generation 1967-1969,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro 2nd Generation 1970-1981,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro 3rd Generation 1982-1992,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro 4th Generation 1993-2002,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro 5th Generation 2010-2015,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Camaro 6th Generation 2016-2024,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Caprice,2026-08-29T19:35:50Z,ok,anchor 81.1
Chevrolet,Cavalier,2026-08-29T19:48:35Z,ok,anchor 81.1
Chevrolet,Chevelle,2026-08-29T19:24:09Z,ok,anchor 81.2
Chevrolet,Corvair,2026-08-29T19:29:37Z,ok,anchor 81.2
Chevrolet,Corvair Rampside and Loadside Pickup,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Corvette C1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Corvette C2,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Corvette C3,2026-08-29T19:28:37Z,ok,anchor 81.2
Chevrolet,Corvette C4 Collector Edition,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Corvette C4 Convertible,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Corvette C4 Coupe,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Corvette C4 ZR-1,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Corvette C5,2026-08-29T19:34:30Z,ok,anchor 81.1
Chevrolet,Corvette C6,2026-08-29T19:30:51Z,ok,anchor 81.1
Chevrolet,Corvette C7,2026-08-29T19:35:57Z,ok,anchor 81.1
Chevrolet,Corvette C8,2026-08-29T19:36:30Z,ok,anchor 81.1
Chevrolet,El Camino,2026-08-29T19:27:03Z,ok,anchor 81.2
Chevrolet,Express,2026-08-29T19:37:44Z,ok,anchor 81.1
Chevrolet,G-Series Van,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,HHR,2026-08-29T19:57:36Z,ok,anchor 81.1
Chevrolet,Impala,2026-08-29T19:26:29Z,ok,anchor 81.2
Chevrolet,Impala (1958),2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Impala SS,2026-08-29T19:41:08Z,ok,anchor 81.1
Chevrolet,Independence & Confederate,2026-08-29T19:55:16Z,ok,anchor 81.1
Chevrolet,K5 Blazer 1969-1972,2026-08-29T19:31:38Z,ok,anchor 81.1
Chevrolet,K5 Blazer 1973-1991,2026-08-29T19:27:23Z,ok,anchor 81.2
Chevrolet,Kodiak,2026-08-29T20:00:37Z,ok,anchor 81.1
Chevrolet,LUV,2026-08-29T20:04:17Z,ok,anchor 81.1
Chevrolet,Monte Carlo,2026-08-29T19:32:24Z,ok,anchor 81.1
Chevrolet,Nova,2026-08-29T19:27:23Z,ok,anchor 81.2
Chevrolet,Pickup,2026-08-29T19:48:35Z,ok,anchor 81.1
Chevrolet,S-10,2026-08-29T19:34:10Z,ok,anchor 81.1
Chevrolet,S-10 Blazer 1982-1994,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,SS Sedan,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,SSR,2026-08-29T19:29:37Z,ok,anchor 81.2
Chevrolet,Silverado GMT800,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Silverado GMT800 Heavy Duty,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
Chevrolet,Silverado GMT900,2026-08-29T21:49:39Z,zero,tier=0 rounded to zero
